eip,title,status,type,author,created
,,,,,
608,Hardfork Meta: Tangerine Whistle,Alex Beregszaszi (@axic),Meta,Final,2017-04-23
,,,,,
609,Hardfork Meta: Byzantium,Alex Beregszaszi (@axic),Meta,Final,2017-04-23
,,,,,
6093,Custom errors for commonly-used tokens,Lists custom errors for common token implementations,"Ernesto García (@ernestognw), Francisco Giordano (@frangio), Hadrien Croubois (@Amxx)",https://ethereum-magicians.org/t/eip-6093-custom-errors-for-erc-tokens/12043,Draft
,,,,,
6105,No Intermediary NFT Trading Protocol,Adds a marketplace functionality with more diverse royalty schemes to ERC-721,"5660-eth (@5660-eth), Silvere Heraudeau (@lambdalf-dev), Martin McConnell (@offgridgecko), Abu <team10kuni@gmail.com>, Wizard Wang",https://ethereum-magicians.org/t/eip6105-no-intermediary-nft-trading-protocol/12171,Final
,,,,,
6110,Supply validator deposits on chain,Provides validator deposits as a list of deposit operations added to the Execution Layer block,"Mikhail Kalinin (@mkalinin), Danny Ryan (@djrtwo)",https://ethereum-magicians.org/t/eip-6110-supply-validator-deposits-on-chain/12072,Draft
,,,,,
6120,Universal Token Router,A single router contract enables tokens to be sent to application contracts in the transfer-and-call pattern instead of approve-then-call.,"Zergity (@Zergity), Ngo Quang Anh (@anhnq82), BerlinP (@BerlinP), Khanh Pham (@blackskin18)",https://ethereum-magicians.org/t/eip-6120-universal-token-router/12142,Review
,,,,,
6122,Forkid checks based on timestamps,Modifies the forkid checks to work with timestamps and block numbers,Marius van der Wijden (@MariusVanDerWijden),https://ethereum-magicians.org/t/eip-6122-forkid-checks-based-on-timestamps/12130,Review
,,,,,
6123,Smart Derivative Contract,A deterministic protocol for frictionless post-trade processing of OTC financial contracts,"Christian Fries (@cfries), Peter Kohl-Landgraf (@pekola), Alexandros Korpis (@kourouta)",https://ethereum-magicians.org/t/eip-6123-smart-derivative-contract-frictionless-processing-of-financial-derivatives/12134,Draft
,,,,,
6147,"Guard of NFT/SBT, an Extension of ERC-721","A new management role with an expiration date of NFT/SBT is defined, achieving the separation of transfer right and holding right.","5660-eth (@5660-eth), Wizard Wang",https://ethereum-magicians.org/t/guard-of-nft-sbt-an-extension-of-eip-721/12052,Final
,,,,,
615,Subroutines and Static Jumps for the EVM,Stagnant,Standards Track,Core,"Greg Colvin <greg@colvin.org>, Brooklyn Zelenka (@expede), Paweł Bylica (@chfast), Christian Reitwiessner (@chriseth)"
,,,,,
6150,Hierarchical NFTs,"Hierarchical NFTs, an extension to EIP-721.","Keegan Lee (@keeganlee), msfew <msfew@hyperoracle.io>, Kartin <kartin@hyperoracle.io>, qizhou (@qizhou)",https://ethereum-magicians.org/t/eip-6150-hierarchical-nfts-an-extension-to-erc-721/12173,Final
,,,,,
616,SIMD Operations for the EVM,Greg Colvin <greg@colvin.org>,Standards Track,Core,Stagnant
,,,,,
6170,Cross-Chain Messaging Interface,A common smart contract interface for interacting with messaging protocols.,Sujith Somraaj (@sujithsomraaj),https://ethereum-magicians.org/t/cross-chain-messaging-standard/12197,Draft
,,,,,
6188,Nonce Cap,Caps the nonce at 2^64-2,Gavin John (@Pandapip1),https://ethereum-magicians.org/t/eip-6190-functional-selfdestruct/12232,Review
,,,,,
6189,Alias Contracts,Allows the creation of contracts that forward calls to other contracts,Gavin John (@Pandapip1),https://ethereum-magicians.org/t/eip-6190-functional-selfdestruct/12232,Review
,,,,,
6190,Verkle-compatible SELFDESTRUCT,Changes SELFDESTRUCT to only cause a finite number of state changes,Gavin John (@Pandapip1),https://ethereum-magicians.org/t/eip-6190-functional-selfdestruct/12232,Review
,,,,,
6206,EOF - JUMPF instruction,Introduces instruction for chaining function calls.,"Andrei Maiboroda (@gumb0), Alex Beregszaszi (@axic), Paweł Bylica (@chfast), Matt Garnett (@lightclient)",https://ethereum-magicians.org/t/eip-4750-eof-functions/8195,Draft
,,,,,
6220,Composable NFTs utilizing Equippable Parts,An interface for Composable non-fungible tokens through fixed and slot parts equipping.,"Bruno Škvorc (@Swader), Cicada (@CicadaNCR), Steven Pineda (@steven2308), Stevan Bogosavljevic (@stevyhacker), Jan Turk (@ThunderDeliverer)",https://ethereum-magicians.org/t/eip-6220-composable-nfts-utilizing-equippable-parts/12289,Final
,,,,,
6224,Contracts Dependencies Registry,An interface for managing smart contracts with their dependencies.,Artem Chystiakov (@arvolear),https://ethereum-magicians.org/t/eip-6224-contracts-dependencies-registry/12316,Draft
,,,,,
6239,Semantic Soulbound Tokens,Adding RDF triples to ERC-5192 token metadata to capture social meaning,Jessica Chang (@JessicaChg),https://ethereum-magicians.org/t/eip-6239-semantic-soulbound-tokens/12334,Draft
,,,,,
6268,Untransferability Indicator for EIP-1155,An extension of EIP-1155 for indicating the transferability of the token.,Yuki Aoki (@yuki-js),https://ethereum-magicians.org/t/sbt-implemented-in-erc1155/12182,Draft
,,,,,
627,Whisper Specification,Vlad Gluhovsky <gluk256@gmail.com>,Standards Track,Networking,Final
,,,,,
6315,ERC-2771 Account Abstraction,A variant of ERC-2771 that does not require forwarders to be trusted,Gavin John (@Pandapip1),https://ethereum-magicians.org/t/trustless-eip-2771/12497,Draft
,,,,,
6327,Elastic Signature,Use password to sign data as private key,George (@JXRow),https://ethereum-magicians.org/t/eip-6327-elastic-signature-es/12554,Draft
,,,,,
634,Storage of text records in ENS,Profiles for ENS resolvers to store arbitrary text key/value pairs.,Richard Moore (@ricmoo),Standards Track,#2439
,,,,,
6353,Charity token,Extension of EIP-20 token that can be partially donated to a charity project,"Aubay <blockchain-team@aubay.com>, BOCA Jeabby (@bjeabby1507), EL MERSHATI Laith (@lth-elm), KEMP Elia (@eliakemp)",https://ethereum-magicians.org/t/erc20-charity-token/12617,Draft
,,,,,
6357,Single-contract Multi-delegatecall,Allows an EOA to call multiple functions of a smart contract in a single transaction,Gavin John (@Pandapip1),https://ethereum-magicians.org/t/eip-6357-single-contract-multicall/12621,Review
,,,,,
6358,Cross-Chain Token States Synchronization,A paradigm to synchronize token states over multiple existing public chains,"Shawn Zheng (@xiyu1984), Jason Cheng <chengjingxx@gmail.com>, George Huang (@virgil2019), Kay Lin (@kay404)",https://ethereum-magicians.org/t/add-eip-6358-omniverse-distributed-ledger-technology/12625,Review
,,,,,
6366,Permission Token,A new token that held the permission of an address in an ecosystem,"Chiro (@chiro-hiro), Victor Dusart (@vdusart)",https://ethereum-magicians.org/t/eip-6366-a-standard-for-permission-token/9105,Draft
,,,,,
6372,Contract clock,An interface for exposing a contract's clock value and details,"Hadrien Croubois (@Amxx), Francisco Giordano (@frangio)",https://ethereum-magicians.org/t/eip-6372-contract-clock/12689,Review
,,,,,
6381,Public Non-Fungible Token Emote Repository,React to any Non-Fungible Tokens using Unicode emojis.,"Bruno Škvorc (@Swader), Steven Pineda (@steven2308), Stevan Bogosavljevic (@stevyhacker), Jan Turk (@ThunderDeliverer)",https://ethereum-magicians.org/t/eip-6381-emotable-extension-for-non-fungible-tokens/12710,Last Call
,,,,,
6384,Human-readable offline signatures,A method for retrieving a human-readable description of EIP-712 typed and structured data.,"Tal Be'ery <tal@zengo.com>, RoiV (@DeVaz1)",https://ethereum-magicians.org/t/eip-6384-readable-eip-712-signatures/12752,Draft
,,,,,
6404,SSZ Transactions Root,Migration of transactions MPT commitment to SSZ,"Etan Kissling (@etan-status), Vitalik Buterin (@vbuterin)",https://ethereum-magicians.org/t/eip-6404-ssz-transactions-root/12783,Draft
,,,,,
6454,Minimal Transferable NFT detection interface,A minimal extension to identify the transferability of Non-Fungible Tokens.,"Bruno Škvorc (@Swader), Francesco Sullo (@sullof), Steven Pineda (@steven2308), Stevan Bogosavljevic (@stevyhacker), Jan Turk (@ThunderDeliverer)",https://ethereum-magicians.org/t/minimalistic-transferable-interface/12517,Final
,,,,,
6464,"Multi-operator, per-token ERC-721 approvals.",Extends ERC-721 to allow token owners to approve multiple operators to control their assets on a per-token basis.,"Cristian Espinoza (@crisgarner), Simon Fremaux (@dievardump), David Huber (@cxkoda), and Arran Schlosberg (@aschlosberg)",https://ethereum-magicians.org/t/fine-grained-erc721-approval-for-multiple-operators/12796,Draft
,,,,,
6465,SSZ Withdrawals Root,Migration of withdrawals MPT commitment to SSZ,"Etan Kissling (@etan-status), Mikhail Kalinin (@mkalinin)",https://ethereum-magicians.org/t/eip-6465-ssz-withdrawals-root/12883,Draft
,,,,,
6466,SSZ Receipts Root,Migration of receipts MPT commitment to SSZ,"Etan Kissling (@etan-status), Vitalik Buterin (@vbuterin)",https://ethereum-magicians.org/t/eip-6466-ssz-receipts-root/12884,Draft
,,,,,
6475,SSZ Optional,New SSZ type to represent optional values,"Etan Kissling (@etan-status), Zahary Karadjov (@zah)",https://ethereum-magicians.org/t/eip-6475-ssz-optional/12891,Review
,,,,,
649,Metropolis Difficulty Bomb Delay and Block Reward Reduction,"Afri Schoedon (@5chdn), Vitalik Buterin (@vbuterin)",#649,Standards Track,Core
,,,,,
6492,Signature Validation for Predeploy Contracts,A way to verify a signature when the account is a smart contract that has not been deployed yet,"Ivo Georgiev (@Ivshti), Agustin Aguilar (@Agusx1211)",https://ethereum-magicians.org/t/eip-6492-signature-validation-for-pre-deploy-contracts/12903,Review
,,,,,
6493,SSZ Transaction Signature Scheme,Signature scheme for SSZ transactions,"Etan Kissling (@etan-status), Matt Garnett (@lightclient), Vitalik Buterin (@vbuterin)",https://ethereum-magicians.org/t/eip-6493-ssz-transaction-signature-scheme/13050,Review
,,,,,
6506,P2P Escrowed Governance Incentives,Interface for building contracts that escrow funds based on an account taking action in a DAO,Josh Weintraub (@jhweintraub),https://ethereum-magicians.org/t/escrowed-and-private-bribes-for-generalized-dao-voting/12694,Draft
,,,,,
6538,Stealth Meta-Address Registry,A registry to map addresses to stealth meta-addresses,"Matt Solomon (@mds1), Toni Wahrstätter (@nerolation), Ben DiFrancesco (@apbendi), Vitalik Buterin (@vbuterin)",https://ethereum-magicians.org/t/stealth-meta-address-registry/12888,Draft
,,,,,
6551,Non-fungible Token Bound Accounts,An interface and registry for smart contract accounts owned by ERC-721 tokens,"Jayden Windle (@jaydenwindle), Benny Giang <bg@futureprimitive.xyz>, Steve Jang, Druzy Downs (@druzydowns), Raymond Huynh (@huynhr), Alanah Lam <alanah@futureprimitive.xyz>, Wilkins Chung (@wwhchung) <wilkins@manifold.xyz>, Paul Sullivan (@sullivph) <paul.sullivan@manifold.xyz>",https://ethereum-magicians.org/t/non-fungible-token-bound-accounts/13030,Draft
,,,,,
658,Embedding transaction status code in receipts,Nick Johnson <nick@ethereum.org>,Standards Track,Core,Final
,,,,,
6596,Historical Asset Metadata JSON Schema,"Metadata JSON Schema extension to enhance the discoverability, connectivity, and collectability of historically significant NFTs.","Phillip Pon <phillip@artifactlabs.com>, Gary Liu <gary@artifactlabs.com>, Henry Chan <henry@artifactlabs.com>, Joey Liu <joey@artifactlabs.com>, Lauren Ho <lauren@artifactlabs.com>, Jeff Leung <jeff@artifactlabs.com>, Yvan Fatal <yvan@artifactlabs.com>, Brian Liang <brian@artifactlabs.com>, Seungyong Moon <seungyong@artifactlabs.com>, Joyce Li <joyce@artifactlabs.com>, Phoebe Kwok <phoebe@artifactlabs.com>, Avir Mahtani <avir@artifactlabs.com>, Zeon Chan <zeon@artifactlabs.com>, Antoine Cote <anotine@volla.io>, David Leung (@dhl)",https://ethereum-magicians.org/t/eip-6596-historical-asset-metadata-json-schema/13090,Draft
,,,,,
6617,Bit Based Permission,A permission and role system based on bits,"Chiro (@chiro-hiro), Victor Dusart (@vdusart)",https://ethereum-magicians.org/t/bit-based-permission/13065,Draft
,,,,,
663,Unlimited SWAP and DUP instructions,Introduce SWAPN and DUPN which take an immediate value for the depth,Alex Beregszaszi (@axic),https://ethereum-magicians.org/t/eip-663-unlimited-swap-and-dup-instructions/3346,Review
,,,,,
665,Add precompiled contract for Ed25519 signature verification,Tobias Oberstein <tobias.oberstein@crossbario.com>,Stagnant,Standards Track,Core
,,,,,
6662,AA Account Metadata For Authentication,An ERC-4337 extension to define a new authentication model,"Shu Dong (@dongshu2013), Zihao Chen (@zihaoccc), Peter Chen (@pette1999)",https://ethereum-magicians.org/t/eip-6662-account-metadata-for-aa-account-authentication/13232,Draft
,,,,,
6672,Multi-redeemable NFTs,An extension of ERC-721 which enables an NFT to be redeemed in multiple scenarios for either a physical or digital object,"RE:DREAMER Lab <dev@redreamer.io>, Archie Chang (@ArchieR7) <archie@redreamer.io>, Kai Yu (@chihkaiyu) <kai@redreamer.io>, Yonathan Randyanto (@Randyanto) <randy@redreamer.io>, Boyu Chu (@chuboyu) <boyu@redreamer.io>, Boxi Li (@boxi79) <boxi@redreamer.io>, Jason Cheng (@Jason0729) <jason@redreamer.io>",https://ethereum-magicians.org/t/eip-6672-multi-redeemable-nfts/13276,Final
,,,,,
67,"URI Scheme with Metadata, Value and Bytecode",Format for encoding transactions into a URI,Alex Van de Sande (@alexvansande),#67,Withdrawn
,,,,,
6780,SELFDESTRUCT only in same transaction,"SELFDESTRUCT will recover all funds to the caller but not delete the account, except when called in the same transaction as creation","Guillaume Ballet (@gballet), Vitalik Buterin (@vbuterin), Dankrad Feist (@dankrad)",https://ethereum-magicians.org/t/deactivate-selfdestruct-except-where-it-occurs-in-the-same-transaction-in-which-a-contract-was-created/13539,Draft
,,,,,
6786,Registry for royalties payment for NFTs,A registry used for paying royalties for any NFT with information about the creator,"Otniel Nicola (@OT-kthd), Bogdan Popa (@BogdanKTHD)",https://ethereum-magicians.org/t/eip-6786-royalty-debt-registry/13569,Draft
,,,,,
6787,Order Book DEX with Two Phase Withdrawal,An order book-based DEX Interface that ensures the asset security of both users and the exchange,"Jessica (@qizheng09), Roy (@royshang), Jun (@SniperUsopp)",https://ethereum-magicians.org/t/order-book-dex-standard/13573,Draft
,,,,,
6789,Rename gas to mana,"This EIP suggests renaming gas to mana, as proposed by Vitalik Buterin in 2015",Pascal Caversaccio (@pcaversaccio),https://ethereum-magicians.org/t/eip-6789-rename-gas-to-mana/13570,Draft
,,,,,
6808,Fungible Key Bound Token,"An interface for Fungible Key Bound Tokens, also known as a FKBT.","Mihai Onila (@MihaiORO), Nick Zeman (@NickZCZ), Narcis Cotaie (@NarcisCRO)",https://ethereum-magicians.org/t/fungible-key-bound-token-kbt/13624,Review
,,,,,
6809,Non-Fungible Key Bound Token,"An interface for Non-Fungible Key Bound Tokens, also known as a NFKBT.","Mihai Onila (@MihaiORO), Nick Zeman (@NickZCZ), Narcis Cotaie (@NarcisCRO)",https://ethereum-magicians.org/t/non-fungible-key-bound-token-kbt/13625,Review
,,,,,
681,URL Format for Transaction Requests,Daniel A. Nagy (@nagydani),Standards Track,ERC,Final
,,,,,
6810,Ex Post Facto Cascading Revert,Allow transactions to be reversed after confirmation,William Morriss (@wjmelements),https://ethereum-magicians.org/t/eip-6810-ex-post-facto-cascading-revert/13630,Draft
,,,,,
6811,To The Moon—10 Minute Blocks,Increases the block time to facilitate finality over cosmic distances,Pandapip1 (@Pandapip1),https://ethereum-magicians.org/t/ethereum-to-the-moon/13633,Draft
,,,,,
6821,Support ENS Name for Web3 URL,A mapping from an ENS name to the contract address in Web3 URL,"Qi Zhou (@qizhou), Qiang Zhu (@qzhodl)",https://ethereum-magicians.org/t/eip-6821-support-ens-name-for-web3-url/13654,Draft
,,,,,
6823,Token Mapping Slot Retrieval Extension,Approach to enhance precision of off-chain transaction simulations by accessing mapping storage slot in ERC-20/721/1155 contracts.,qdqd (@qd-qd) <qdqdqdqdqd@protonmail.com>,https://ethereum-magicians.org/t/eip-6823-token-mapping-slot-retrieval-extension/13666,Draft
,,,,,
684,Revert creation in case of collision,Revert contract creation if address already has code,"Vitalik Buterin (@vbuterin), Renan Rodrigues de Souza (@RenanSouza2)",https://ethereum-magicians.org/t/eip-revert-on-address-collision/13442,Final
,,,,,
6865,On-Chain EIP-712 Visualization,Visualize structured data highlighting the potential consequences for users' assets,Abderrahmen Hanafi (@a6-dou),https://ethereum-magicians.org/t/eip-6865-on-chain-eip-712-visualization/13800,Draft
,,,,,
6888,Math checking in EVM,Check for math underflows overflows and division by zero at EVM level,Renan Rodrigues de Souza (@RenanSouza2),https://ethereum-magicians.org/t/eip-math-checking/13846,Draft
,,,,,
689,Address Collision of Contract Address Causes Exceptional Halt,Yoichi Hirai <i@yoichihirai.com>,Standards Track,Core,Stagnant
,,,,,
6900,Modular Smart Contract Accounts and Plugins,Interfaces for composable account plugins optionally supporting upgradability and introspection,"Adam Egyed (@adamegyed), Fangting Liu (@trinity-0111)",https://ethereum-magicians.org/t/eip-modular-smart-contract-accounts-and-plugins/13885,Draft
,,,,,
6913,SETCODE instruction,replace code in-place,William Morriss (@wjmelements),https://ethereum-magicians.org/t/eip-6913-setcode-instruction/13898,Draft
,,,,,
6944,ERC-5219 Resolve Mode,Adds an ERC-4804 resolveMode to support ERC-5219 requests,"Gavin John (@Pandapip1), Qi Zhou (@qizhou)",https://ethereum-magicians.org/t/erc-5219-resolve-mode/14088,Draft
,,,,,
695,Create `eth_chainId` method for JSON-RPC,"Isaac Ardis <isaac.ardis@gmail.com>, Wei Tang (@sorpaas), Fan Torchz (@tcz001), Erik Marks (@rekmarks)",https://ethereum-magicians.org/t/eip-695-create-eth-chainid-method-for-json-rpc/1845,Standards Track,Interface
,,,,,
6953,Network Upgrade Activation Triggers,Exhaustive list of network upgrade activation mechanisms,Tim Beiko (@timbeiko),https://ethereum-magicians.org/t/eip-6666-network-upgrade-activation-triggers/14047,Draft
,,,,,
6956,Asset-bound Non-Fungible Tokens,Asset-bound NFTs anchor a token 1-1 to an asset and operations are authorized through oracle-attestation of control over the asset,"Thomas Bergmueller (@tbergmueller), Lukas Meyer (@ibex-technology)",https://ethereum-magicians.org/t/erc-6956-asset-bound-non-fungible-tokens/14056,Draft
,,,,,
6963,Multi Injected Provider Discovery,Using window events to announce injected wallet providers,"Pedro Gomes (@pedrouid), Kosala Hemachandra (@kvhnuke), Richard Moore (@ricmoo), Gregory Markou (@GregTheGreek), Kyle Den Hartog (@kdenhartog), Glitch (@glitch-txs), Jake Moxey (@jxom), Pierre Bertet (@bpierre), Darryl Yeo (@darrylyeo)",https://ethereum-magicians.org/t/eip-6963-multi-injected-provider-interface-aka-mipi/14076,Draft
,,,,,
698,OPCODE 0x46 BLOCKREWARD,Cody Burns <dontPanic@codywburns.com>,#698,Stagnant,Standards Track
,,,,,
6981,Reserved Ownership Accounts,A registry for generating future-deployed smart contract accounts owned by users on external services,"Paul Sullivan (@sullivph) <paul.sullivan@manifold.xyz>, Wilkins Chung (@wwchung) <wilkins@manifold.xyz>, Kartik Patel (@Slokh) <kartik@manifold.xyz>",https://ethereum-magicians.org/t/erc-6981-reserved-ownership-accounts/14118,Draft
,,,,,
6988,Elected block proposer has not been slashed,Prevents a slashed validator from being elected as a block proposer,Mikhail Kalinin (@mkalinin),https://ethereum-magicians.org/t/eip-6988-elected-block-proposer-has-not-been-slashed/14349,Draft
,,,,,
7,DELEGATECALL,Vitalik Buterin (@vbuterin),Final,Standards Track,Core
,,,,,
7045,Increase max attestation inclusion slot,Increases max attestaton inclusion slot to the last slot in `N+1` where `N` is the epoch containing the attestations slot.,Danny Ryan (@djrtwo),https://ethereum-magicians.org/t/eip-7045-increase-attestation-slot-inclusion-range/14342,Draft
,,,,,
706,DEVp2p snappy compression,Péter Szilágyi <peter@ethereum.org>,Standards Track,Networking,Final
,,,,,
712,Typed structured data hashing and signing,A procedure for hashing and signing of typed structured data as opposed to just bytestrings.,"Remco Bloemen (@Recmo), Leonid Logvinov (@LogvinovLeon), Jacob Evans (@dekz)",https://ethereum-magicians.org/t/eip-712-eth-signtypeddata-as-a-standard-for-machine-verifiable-and-human-readable-typed-data-signing/397,Final
,,,,,
721,Non-Fungible Token Standard,"William Entriken (@fulldecent), Dieter Shirley <dete@axiomzen.co>, Jacob Evans <jacob@dekz.net>, Nastassia Sachs <nastassia.sachs@protonmail.com>",#721,Standards Track,ERC
,,,,,
725,General data key/value store and execution,An interface for a smart contract based account with attachable data key/value store,"Fabian Vogelsteller (@frozeman), Tyler Yasaka (@tyleryasaka)",https://ethereum-magicians.org/t/discussion-for-eip725/12158,Draft
,,,,,
747,wallet_watchAsset RPC Method,Adds a new RPC method that allows websites to prompt users to watch an asset,"Dan Finlay (@danfinlay), Esteban Mino (@estebanmino), Gavin John (@Pandapip1)",https://ethereum-magicians.org/t/eip-747-eth-watchtoken/1048,Final
,,,,,
758,Subscriptions and filters for completed transactions,Jack Peterson <jack@tinybike.net>,Standards Track,Interface,Stagnant
,,,,,
777,Token Standard,"Jacques Dafflon <mail@0xjac.com>, Jordi Baylina <jordi@baylina.cat>, Thomas Shababi <tom@truelevel.io>",#777,Final,Standards Track
,,,,,
778,Ethereum Node Records (ENR),Felix Lange <fjl@ethereum.org>,Standards Track,Networking,Final
,,,,,
779,Hardfork Meta: DAO Fork,Casey Detrio (@cdetrio),Meta,Final,2017-11-26
,,,,,
8,devp2p Forward Compatibility Requirements for Homestead,Felix Lange <felix@ethdev.com>,Final,Standards Track,Networking
,,,,,
801,Canary Standard,ligi <ligi@ligi.de>,Standards Track,ERC,Stagnant
,,,,,
820,Pseudo-introspection Registry Contract,"Jordi Baylina <jordi@baylina.cat>, Jacques Dafflon <jacques@dafflon.tech>",#820,Final,Standards Track
,,,,,
823,Token Exchange Standard,Kashish Khullar <kkhullar7@gmail.com>,Standards Track,ERC,Stagnant
,,,,,
831,URI Format for Ethereum,A way of creating Ethereum URIs for various use-cases.,ligi (@ligi),https://ethereum-magicians.org/t/eip-831-uri-format-for-ethereum/10105,Stagnant
,,,,,
858,Reduce block reward and delay difficulty bomb,Carl Larson <cslarson@gmail.com>,Standards Track,Core,Stagnant
,,,,,
86,Abstraction of transaction origin and signature,Vitalik Buterin (@vbuterin),Standards Track,Core,Stagnant
,,,,,
867,Standardized Ethereum Recovery Proposals,"Dan Phifer <dp@musiconomi.com>, James Levy <james@taptrust.com>, Reuben Youngblom <reuben@taptrust.com>",https://ethereum-magicians.org/t/eip-867-standardized-ethereum-recovery-proposals-erps/139,Meta,Stagnant
,,,,,
868,Node Discovery v4 ENR Extension,Felix Lange <fjl@ethereum.org>,Standards Track,Networking,Final
,,,,,
875,Simpler NFT standard with batching and native atomic swaps,"Weiwu Zhang <a@colourful.land>, James Sangalli <j.l.sangalli@gmail.com>",#875,Withdrawn,Standards Track
,,,,,
884,DGCL Token,Dave Sag <davesag@gmail.com>,Standards Track,ERC,Stagnant
,,,,,
897,DelegateProxy,"Jorge Izquierdo <jorge@aragon.one>, Manuel Araoz <manuel@zeppelin.solutions>",Standards Track,ERC,Stagnant
,,,,,
900,Simple Staking Interface,"Dean Eigenmann <dean@tokenate.io>, Jorge Izquierdo <jorge@aragon.one>",Standards Track,ERC,Stagnant
,,,,,
902,Token Validation,"Brooklyn Zelenka (@expede), Tom Carchrae (@carchrae), Gleb Naumenko (@naumenkogs)",https://ethereum-magicians.org/t/update-on-erc902-validated-token/1639,Standards Track,ERC
,,,,,
908,Reward clients for a sustainable network,"James Ray (@jamesray1), Micah Zoltu (@MicahZoltu)",https://ethereum-magicians.org/t/eip-908-reward-full-nodes-and-clients/241,Withdrawn,Standards Track
,,,,,
918,Mineable Token Standard,"Jay Logelin <jlogelin@alumni.harvard.edu>, Infernal_toast <admin@0xbitcoin.org>, Michael Seiler <mgs33@cornell.edu>, Brandon Grill <bg2655@columbia.edu>",Standards Track,ERC,Stagnant
,,,,,
926,Address metadata registry,Nick Johnson <nick@ethereum.org>,Standards Track,ERC,Stagnant
,,,,,
927,Generalised authorisations,Nick Johnson <nick@ethereum.org>,Standards Track,ERC,Stagnant
,,,,,
969,Modifications to ethash to invalidate existing dedicated hardware implementations,David Stanfill <david@airsquirrels.com>,https://gitter.im/ethereum/topics/topic/5ac4d974109bb043328911ce/eip-969-discussion,Stagnant,Standards Track
,,,,,
998,Composable Non-Fungible Token,Extends a ERC-721 to own other ERC-721 and ERC-20 tokens.,"Matt Lockyer <mattdlockyer@gmail.com>, Nick Mudge <nick@perfectabstractions.com>, Jordan Schalm <jordan.schalm@gmail.com>, sebastian echeverry <sebastian.echeverry@robotouniverse.com>, Zainan Victor Zhou (@xinbenlv)",https://ethereum-magicians.org/t/erc-998-composable-non-fungible-tokens-cnfts/387,Draft
,,,,,
999,Restore Contract Code at 0x863DF6BFa4469f3ead0bE8f9F2AAE51c91A907b4,Afri Schoedon (@5chdn),https://ethereum-magicians.org/t/eip-999-restore-contract-code-at-0x863df6bfa4/130,Withdrawn,Standards Track
